question_id,user_id,course_id,question,content,timestamp,priority,hide,hcp
2323,31857,2,meal ideas?  I never know exactly what i should be eating. ,NULL,05/03/2016 10:01,NULL,0,0
2324,68517,0,When is i best to check my glucose,NULL,05/03/2016 10:13,NULL,0,0
2325,65052,4,"If York carb target is150 g daily does it matter if you fall short of this target say by 50 percent most days, or should you aim to be closer to target",NULL,05/03/2016 12:03,NULL,0,0
2327,71875,0,How offen do I work out ,NULL,05/03/2016 13:42,NULL,0,0
2329,73523,2,I am still too heavy. Why,NULL,05/03/2016 20:50,NULL,0,0
2330,5906,5,Thanks for this module...,NULL,05/03/2016 20:51,NULL,0,0
2331,72990,2,"Is it true that, no matter how well I control my blood sugar levels, my pancreas will eventually fail and I will have to take medication?",NULL,05/03/2016 21:03,NULL,0,0
2332,38050,3,"I have familial hypercholesterol and take 30mg rosuvastatin daily, would it be safe for me to increase my fat intake.  I normally use fat free orreduced fat products? ",NULL,05/03/2016 23:25,NULL,0,0
2333,73661,2,Low carbs mean how many carbs a day,NULL,06/03/2016 04:41,NULL,0,0
2334,69323,3,My readings are fine 2 hours after eating but high first thing in the morning when I haven't consumed anything for 8 hours or more. Why?,NULL,06/03/2016 09:22,NULL,0,0
2336,60393,0,"I want to print the 30 day low carb meal plan, but it keeps disappearing....help
",NULL,06/03/2016 10:56,NULL,0,0
2337,73819,2,What happens next,NULL,06/03/2016 14:04,NULL,0,0
2338,73482,2,What happens next,NULL,06/03/2016 16:12,NULL,0,0
2340,47360,0,Will walking 3km per day help my blood sugar levels,NULL,06/03/2016 17:04,NULL,0,0
2341,74233,2,Medicationakese feel ill,NULL,07/03/2016 10:35,NULL,0,0
2342,74233,2,I need a healthy diet to stay well medication as made me feel depressed for weeks,NULL,07/03/2016 10:37,NULL,0,0
2343,69564,0,Does anyone have information about resistant starch?,NULL,07/03/2016 12:25,NULL,0,0
2344,41076,0,"I feel spaced out and wobbly and have done for the past 2+ hours. I have eaten nothing that I shouldn't have today, but yesterday I had cake. Help is this normal??",NULL,07/03/2016 14:11,NULL,0,0
2345,74384,0,Can diebeties make you have problems with a surgical wound  to heal,NULL,07/03/2016 14:54,NULL,0,0
2346,52654,2,Constantly feeling tired and confused ,NULL,07/03/2016 15:47,NULL,0,0
2348,74421,2,does this plan promote high fat low carb?,NULL,07/03/2016 16:52,NULL,0,0
2351,47722,0,How do I obtain the low carb menu plan\\\\\/,NULL,07/03/2016 19:45,NULL,0,0
2353,74606,2,"I don't eat sugary snacks, drink sugary or fizzy drinks or use sugar in any form, what con I cut out? ",NULL,07/03/2016 20:26,NULL,0,0
2354,66005,2,"Is freshly made smoothie containing beetroot (fresh), celery, tomatoes, pepper (red,green or yellow), no sugar yoghurt and chia seeds good for you",NULL,07/03/2016 20:31,NULL,0,0
2355,74542,2,Are sweets snacks totally off limits,NULL,07/03/2016 20:32,NULL,0,0
2356,62858,3,"On packaging, what's the difference btween the figures for sugars and carbs?",NULL,07/03/2016 22:21,NULL,0,0
2357,47444,0,"Hi, home made soups are ok i take it , once they're made from low carb vegetables",NULL,07/03/2016 23:06,NULL,0,0
2358,74715,2,What can I eat instead of egg dishes,NULL,07/03/2016 23:24,NULL,0,0
2359,61805,2,I don't have a glucose monitoring machine where can I get one and which one is best,NULL,08/03/2016 01:09,NULL,0,0
2360,74785,2,Any advice for vegetarians? ,NULL,08/03/2016 07:43,NULL,0,0
2361,74790,2,Complex carbs are low gi. Why should I reduce them they don't spike blood sugar. Weight loss is obtained by reducing calories. Fats have high calories,NULL,08/03/2016 08:26,NULL,0,0
2362,74790,2,I need to be convinced before changing my diet. You freely admit low carbon is not widely accepted. I have a brain! Please point to useful literature so I can decide ,NULL,08/03/2016 08:28,NULL,0,0
2363,52988,7,"what is vitamin q.  
",NULL,08/03/2016 08:46,NULL,0,0
2364,52988,7,"question 2 - I take it that ""cooked"" means still crunchy/firm?",NULL,08/03/2016 08:48,NULL,0,0
2365,52988,7,"question 2 again: there are loads of vegetables which contain vitamin a so why give this as an option?
",NULL,08/03/2016 08:56,NULL,0,0
2366,62425,2,"i went on diet chef and dropped my whieght my sugars dropped and my insulin intake halfed, but i couldn't afford to buy it again.",NULL,08/03/2016 09:11,NULL,0,0
2367,74819,0,"India is a hub of Diabetics. Can (Diet+Exercise) play a major role to reduce the incidence of Diabetes & its complications ? If so, share me some literature and links to read ",NULL,08/03/2016 09:18,NULL,0,0
2368,74332,0,Can I follow a low carb diet and practice running everyday ? Must I increase carbs if I run for 40 minutes?,NULL,08/03/2016 10:12,NULL,0,0
2370,74834,2,"Does no fizzy drinks include sugar free and diet drinks?  eg Diet Pepsi/ Coke, diet Sprite and fizzy natural water?",NULL,08/03/2016 11:25,NULL,0,0
2371,74893,2,I haven't had sugar in hot drinks for over 45 years but I drink diet fizzy drinks.  Is this ok?,NULL,08/03/2016 11:28,NULL,0,0
2372,66555,0,"Is substitution of carbs by more fats now considered ok for cardiovascular/heart health, even in the elderly?",NULL,08/03/2016 11:40,NULL,0,0
2373,47933,2,"what type of carbs keep you full and stave of food cravings.  what about protein?
",NULL,08/03/2016 11:58,NULL,0,0
2375,74926,2,can you have diet fizzy drinks,NULL,08/03/2016 12:29,NULL,0,0
2376,57101,2,I AM CURRENTLY ON THE LCHF DIET AND NEED CLARIFICATION ON WHAT IT CAN DO TO CHOLESTRAL LEVELS AND ASLO WHAT FATS TO EAT/NOT TO EAT.,NULL,08/03/2016 12:38,NULL,0,0
2377,74939,2,Can you plan or advice me the best daily meal for a week.,NULL,08/03/2016 12:50,NULL,0,0
2378,68098,0,How do I count carbs on home cooked meals,NULL,08/03/2016 19:14,NULL,0,0
2379,75144,2,what do I eat instead of bread and potatoes,NULL,08/03/2016 19:26,NULL,0,0
2381,48266,5,The 365 and plate recipes are all expensive are there cheaper ways to do this?,NULL,08/03/2016 23:49,NULL,0,0
2382,75375,2,How do I measure the different types of carbs,NULL,09/03/2016 00:37,NULL,0,0
2383,49196,0,"Good fruits and bad fruits
",NULL,09/03/2016 08:49,NULL,0,0
2384,75487,0,I am vegetarian so what crab food I should take ,NULL,09/03/2016 09:06,NULL,0,0
2385,48841,0,"What is the best software I can use to keep records of my weight food intake, meds etc ",NULL,09/03/2016 10:20,NULL,0,0
2386,75751,2,"When I eat 20 grams of carbs 4 x a day I feel tired, blood sugar goes up from 5.5 to 7.6 or 8. I thought it would be OK.",NULL,09/03/2016 15:57,NULL,0,0
2387,62252,0,"My diabetic nurse is quite co descent 
",NULL,09/03/2016 18:41,NULL,0,0
2388,75865,2,I don't have problems with sugars.idont add sugars. I don't drink fizzle. I'm vegetarian ,NULL,09/03/2016 19:03,NULL,0,0
2389,49141,9,i cant watch the videos any suggestions ??,NULL,09/03/2016 19:21,NULL,0,0
2390,75888,2,Don't know my hb ..guessed  all the questions I already do ,NULL,09/03/2016 19:32,NULL,0,0
2393,40350,6,"You've listed carbs etc. for fruit per 100 gm and per serving, but what are the serving sizes?",NULL,09/03/2016 21:46,NULL,0,0
2394,70488,3,Already on low carb diet but my readings are high in mornings do I need to eat at night ,NULL,09/03/2016 23:13,NULL,0,0
2396,76004,0,I'm not a diabetic but my dietician says I eat too many carbs can I still take part?,NULL,10/03/2016 00:10,NULL,0,0
2397,76023,2,What shouldn't I eat,NULL,10/03/2016 02:18,NULL,0,0
2398,63497,5,Which cereals can I have at breakfast ,NULL,10/03/2016 10:25,NULL,0,0
2399,49451,9,Why do we not hear of loads of people with diabetes in countries where tropical fruits grow and are the mainstay of their diet?,NULL,10/03/2016 11:24,NULL,0,0
2400,49632,2,Is fruit good for type 2  diabetics,NULL,10/03/2016 12:20,NULL,0,0
2402,67880,4,What do you do if you suffer with IBS and fibre is a trigger?!,NULL,10/03/2016 16:21,NULL,0,0
2403,76332,0,"Can you delete details 
",NULL,10/03/2016 17:39,NULL,0,0
2404,71547,3,I know how much carbs I should have in a day but how much fat can I consume?,NULL,10/03/2016 19:54,NULL,0,0
2405,44104,10,Can't get on test page for last week and this week,NULL,10/03/2016 20:23,NULL,0,0
2406,76524,2,I would like to eat chocolate at easter is there safe chocolate ,NULL,10/03/2016 20:50,NULL,0,0
2407,64076,3,I've been on low  carb for 3 weeks but not lost any weight.  Been eating lots of nuts and more cheese than before is this why Its not working. Not eating rice wheat or sweet things. What should I do.,NULL,11/03/2016 08:45,NULL,0,0
2408,76991,2,Does this help type 1 diabetics,NULL,11/03/2016 09:04,NULL,0,0
2409,76213,0,Are there any exercises that i need to follow for diabetes,NULL,11/03/2016 11:01,NULL,0,0
2410,37730,12,What is the target amount of carbs per day?... I am type 2 and my doctor has advised a low carb diet which I am happy to follow,NULL,11/03/2016 11:45,NULL,0,0
2411,59136,6,"I've been irregular and infrequently evacuating my bowel since starting the diet and have noticed that I am not getting enough fibre, or iron in my diet. Can you recommend a natural solution please?",NULL,11/03/2016 15:05,NULL,0,0
2412,41790,11,I thought the government alcohol recommendations changed 8/1/16 to 14 units for both men and women?,NULL,11/03/2016 18:37,NULL,0,0
2415,77424,0,I am vegetarian. Which type of protein should eat? ,NULL,11/03/2016 19:36,NULL,0,0
2416,72762,3,"Just confirmed pre-diabetic, what foods high in fat but low in carbs can I include in my diet?",NULL,11/03/2016 19:49,NULL,0,0
2417,77472,2,Does replacing sugary drinks with the diet or zero type fizzy drinks help or do these have some side effects?,NULL,11/03/2016 20:50,NULL,0,0
2418,77556,2,Is it easy to change to this diet,NULL,11/03/2016 23:15,NULL,0,0
2419,77767,2,Will I be able to lose weight on low carb,NULL,12/03/2016 12:31,NULL,0,0
2420,77704,2,How does this diet compare with the Banting Low Carb Healthy Fat and Ketogenic diets ,NULL,12/03/2016 12:33,NULL,0,0
2422,77789,0,Will I lose weight and will I be eating more healthily ,NULL,12/03/2016 13:27,NULL,0,0
2423,77844,0,Will this help me come off some Medes or lessen the dosage ,NULL,12/03/2016 15:39,NULL,0,0
2424,77827,2,"I have T1. Can I do this, too, by moderating insulin injections?",NULL,12/03/2016 15:41,NULL,0,0
2426,77865,2,I spent 4weeks on 1000 calories a day and only lost 2pounds. Will this diet improve on this ?,NULL,12/03/2016 16:44,NULL,0,0
2427,77896,2,I don't drink fizzy or eat sugary snacks. How do I move on to week 2?,NULL,12/03/2016 17:31,NULL,0,0
2428,77865,2,I take esomeprazole for stomach problems and fruit is too acidic for me to eat. Will this affect my carb options ? ,NULL,12/03/2016 17:33,NULL,0,0
2429,69021,3,How do i know how much carbs to have per day/ meal,NULL,12/03/2016 18:32,NULL,0,0
2430,77959,2,"I have been eating low carb since beginning of January and have lost almost 30 lbs. I have a long way to go, but I'm bored with food choices and I'm afraid to eat a lot of foods. What should I do?",NULL,12/03/2016 19:40,NULL,0,0
2431,62952,2,"Can I have Wheaten Bread?
",NULL,12/03/2016 21:44,NULL,0,0
2432,74024,0,Where do I start,NULL,12/03/2016 22:05,NULL,0,0
2433,78054,0,you have not given us a menu for this week - week 1  !!,NULL,13/03/2016 00:32,NULL,0,0
2434,78137,2,Does metformin make you gain weight!,NULL,13/03/2016 08:24,NULL,0,0
2435,78200,2,Can I drink diet drinks,NULL,13/03/2016 09:46,NULL,0,0
2436,78252,0,"Can I have a few glasses of wine at the weekend?  I have half wine and hale soda water.
",NULL,13/03/2016 11:26,NULL,0,0
2437,78302,0,How do I stop my cravings for bread. ,NULL,13/03/2016 12:59,NULL,0,0
2438,78469,2,"On border line of diabetes how to make changes
",NULL,13/03/2016 19:39,NULL,0,0
2440,61038,3,I cannot walk briskly due to previous hip/back problems. I do an exercise class once a week (low impact).Suggestions for more ways to exercise within my capabilities please.,NULL,13/03/2016 20:06,NULL,0,0
2441,78473,2,Dartmoor walker 5-6 miles I eat a banana plus 3 Belvita biscuits can I improve on this snack?,NULL,13/03/2016 20:14,NULL,0,0
2442,1291,2,"Seem to have slowed down loosing weight but I,v got to get back to low carbs just seemed to eat the same things  xx",NULL,13/03/2016 20:59,NULL,0,0
2443,78553,2,Can t2dbe reversed by low carb diet ,NULL,13/03/2016 21:46,NULL,0,0
2445,78566,0,I amtold i am borderline,NULL,13/03/2016 22:01,NULL,0,0
2446,78569,2,I hate vegetables can I still follow a low carb diet?,NULL,13/03/2016 22:06,NULL,0,0
2447,78611,0,"How many carbs per meal should you eat, or how many per day",NULL,13/03/2016 23:04,NULL,0,0
2448,78629,2,Why does BG surge overnight,NULL,13/03/2016 23:41,NULL,0,0
2449,78629,2,My blood sugar as 4.9 before I went to sleep but  6.8 when I woke up.  Why?  Is that a normal result?  ,NULL,13/03/2016 23:50,NULL,0,0
2451,51932,0,"Same issue exists. I enter for dinner in EST 8:00 pm Sunday, and it posts on Monday. Further, it indicates that I posted 4 hours ago. Hope you can resolve thus. Great program,",NULL,14/03/2016 00:08,NULL,0,0
2452,78629,2,Can I move on to next module early?,NULL,14/03/2016 00:54,NULL,0,0
2453,78719,2,Is diet pop drinks ok  I am thirsty in the night,NULL,14/03/2016 08:56,NULL,0,0
2454,78719,2,I like Chinese food. What's my best choice,NULL,14/03/2016 08:57,NULL,0,0
2457,72512,0,Where can i find the template for the letter to the GP,NULL,14/03/2016 10:29,NULL,0,0
2458,70016,4,is it true that if you allow cooked pasta to go cold and then reheat it lowers the carbs,NULL,14/03/2016 10:48,NULL,0,0
2459,73699,3,"Is peanut butter and egg ok for type 1 diabetes
",NULL,14/03/2016 10:50,NULL,0,0
2461,78814,2,"I have talked to my Dr. He is fine with me doing this diet. I'm trying the 8 wk diet but need help is this ok?
",NULL,14/03/2016 12:05,NULL,0,0
2462,78848,2,How to count carbs,NULL,14/03/2016 13:32,NULL,0,0
2463,78871,2,I m hoping it will reduce my cholesterol is this right?,NULL,14/03/2016 14:09,NULL,0,0
2464,72698,3,"Where is the diet. I can not find it or any recipes
",NULL,14/03/2016 14:34,NULL,0,0
2466,79013,2,Would i be be as well to try the diet as my gp says i am borderline on my blood test for type 2 diabetes?,NULL,14/03/2016 18:27,NULL,0,0
2467,79060,0,No Dairy  products . (Allageis ) ,NULL,14/03/2016 19:37,NULL,0,0
2468,49707,9,"Bit confused which veg are high carb.  A page I looked at suggested veg grown below ground was high carb but on the list here it says carrots, swede are not 'starchy' and can be eaten freely",NULL,14/03/2016 19:58,NULL,0,0
2469,79119,2,Can I combine it with my celiac dietary needs ?,NULL,14/03/2016 21:35,NULL,0,0
2470,79136,2,How do I get my blood sugars down l don't seem to get them down to 4.7mine are in the teens,NULL,14/03/2016 21:59,NULL,0,0
2473,79332,2,I have a small amount of protein in the urine why is this? I also have some ketones why is this?,NULL,15/03/2016 11:17,NULL,0,0
2474,48384,10,"Contrary to your 'Test' the BBC's 'Trust me I'm a Doctor' series found that the artificial sweeteners they tested did raise blood sugar levels as much as sugar.
",NULL,15/03/2016 11:39,NULL,0,0
2475,79400,2,Trying to lose weight and eat healthily ,NULL,15/03/2016 13:14,NULL,0,0
2476,71004,2,I am totally confused with Carbs/Sugar when reading on packet of say rice it has high carbs but only a fraction sugars. Is there more conversion to sugar that the packet says.,NULL,15/03/2016 14:33,NULL,0,0
2477,79463,2,Not so much a question as a comment. Some of your questions in the test were extremely unclear. I answered as best as I could but wasn't really sure about what you were asking. ,NULL,15/03/2016 15:52,NULL,0,0
2478,79463,2," So where do I go from here? lots of questions,but after the questionnaire, nothing more. Weren't there supposed to be some meal suggestions?",NULL,15/03/2016 15:53,NULL,0,0
2479,79479,2,Trying to lose weight and eat healthily. I am always hungry.,NULL,15/03/2016 16:33,NULL,0,0
2480,79570,0,"I get dehydrated often & have to drink plenty of water daily. If I don't I have no strength & unable to stand.  I take heart meds, also.",NULL,15/03/2016 17:48,NULL,0,0
2483,79646,0,"I was diagnosed with diabetes type 2 last week. I'm underweight - 6stone 9lbs. I'm 5'2"" and 51 years. I've got to take meds for 2 weeks and then have bloods tested. What can I eat to gain weight? Thx",NULL,15/03/2016 20:21,NULL,0,0
2484,79521,0,"I do not drink enough during the day.  Apart from water, do you have any low or no carb soft drinks (I am not keen to use aspartame, either)?",NULL,15/03/2016 20:54,NULL,0,0
2486,79635,2,where is the low carbend plan for me,NULL,15/03/2016 21:35,NULL,0,0
2487,79635,2,how do I get to see a low carb menu to suit me,NULL,15/03/2016 21:52,NULL,0,0
2488,74886,0,How do you assess quantity of carbohydrates to take in one day,NULL,15/03/2016 23:02,NULL,0,0
2491,79905,2,What does 120 g of carb equate to? 1 slice of bread? 2 Potatoes?,NULL,16/03/2016 10:12,NULL,0,0
2492,75469,3,I suffer from Primary Lymphodema and now a prolapse. Exercising very uncomfortable. What do you suggest?,NULL,16/03/2016 10:16,NULL,0,0
2494,79838,0,Not sure what2 eat at meal times,NULL,16/03/2016 11:18,NULL,0,0
2495,79959,2,What is a normal blood sugar level,NULL,16/03/2016 11:34,NULL,0,0
2496,70503,4,can i full up on fresh fruite,NULL,16/03/2016 11:43,NULL,0,0
2499,80000,0,Low carb food which is bedt for you,NULL,16/03/2016 12:50,NULL,0,0
2501,53687,2,"Are the Nature Valley bars pictured in the still photo considered off-limits?  They have become my one guilty pleasure, at least once a week and my numbers remain below 120 and less without the bars. ",NULL,16/03/2016 12:55,NULL,0,0
2502,80014,2,"I need to loose weight,my daughter is/has been on carb counting for her diabetes and works for her,so I need help",NULL,16/03/2016 13:28,NULL,0,0
2503,74777,2,How many carbs per day or meal would be high enough to avoidlow carb flu effects such as extreme tiredness or dizziness ? And how do I count them?,NULL,16/03/2016 14:46,NULL,0,0
2504,53785,9,"I have started to make my own frozen yoghurt smoothies using mixed berries and mostly blueberries and a banana 
 ",NULL,16/03/2016 15:50,NULL,0,0
2506,80105,2,Healthy snacks ,NULL,16/03/2016 17:21,NULL,0,0
2507,80115,0,How would i lose weight with a low carb diet ,NULL,16/03/2016 17:26,NULL,0,0
2508,71468,4,why aren't there any pork recipes in this diet sheet?,NULL,16/03/2016 17:29,NULL,0,0
2509,80121,2,Will I get menus ,NULL,16/03/2016 17:41,NULL,0,0
2510,79680,2,I need to bring down my blood pressure,NULL,16/03/2016 18:04,NULL,0,0
2511,63195,0,"Changed to porridge for breakfast, with cinammon and a few blueberries, but not sure now if this is actually good. ",NULL,16/03/2016 21:54,NULL,0,0
2512,79760,2,"I do not know what I should be eating to get my blood sugar down ,I have bloods done ever 3 months and they are all fine, but I have friends that have diabetes and they are loosing weight ,but I cant ",NULL,16/03/2016 22:17,NULL,0,0
2513,80292,2,I  need to lose weight. ,NULL,16/03/2016 22:39,NULL,0,0
2514,80299,2,Will I feel hungry and crave carbs,NULL,16/03/2016 22:44,NULL,0,0
2516,54753,0,What bread am I allowed to eat. I have type 2 diabetes. Thank you,NULL,17/03/2016 07:37,NULL,0,0
2517,54271,0,The local baker makes very nice GI bread. Is this OK for diabetics?,NULL,17/03/2016 10:02,NULL,0,0
2518,80249,2,Is it OK for Type 1 Diabetics ?,NULL,17/03/2016 10:57,NULL,0,0
2519,68165,0,"I have type 2 and need to put weight ON all the advice is to lose weight any suggestions .
",NULL,17/03/2016 14:46,NULL,0,0
2520,80670,2,Will I lose weight ,NULL,17/03/2016 19:47,NULL,0,0
2521,65565,0,Is alpro simply plain yogurt ok to have or would that be classed as processed?,NULL,17/03/2016 20:28,NULL,0,0
2522,20175,3,Does fat not clog up your arteries causing heart disease?,NULL,17/03/2016 22:41,NULL,0,0
2523,80844,2,Roughly how long will it take to reach my goal i am roughly 107 kg and would like to get to around 65-70kg,NULL,18/03/2016 06:06,NULL,0,0
2524,76535,2,Recommended glucose monitors,NULL,18/03/2016 07:20,NULL,0,0
2525,50390,0,How do I combat tiredness,NULL,18/03/2016 08:18,NULL,0,0
2526,80903,2,How long before I see results,NULL,18/03/2016 08:30,NULL,0,0
2527,80909,2,"I need to feel better not so depressed, useless hope that this diet will help if I lose weight I might be able to cope.",NULL,18/03/2016 08:48,NULL,0,0
2528,80905,2,What is the evidence for a low carb diet in type 2 diabetes?,NULL,18/03/2016 08:49,NULL,0,0
2529,54260,0,"I am type 2 and for the last 5 years have been having porridge for my breakfast as told by my diabetic nurse that was the best thing as it was slow release. My friend has just seen her Dr for her check up and he told her it is one of the worst things as full of carbs. ]]
",NULL,18/03/2016 09:14,NULL,0,0
2530,74806,2,I am 80 yrs old.should I be doing this,NULL,18/03/2016 10:43,NULL,0,0
2531,80935,2,Is a fasting blood sugar test of 6.1 a sign of pre diabetes?,NULL,18/03/2016 11:19,NULL,0,0
2533,60021,0,"I am T1, female and 66 years old, can I follow a low carb diet?",NULL,18/03/2016 14:50,NULL,0,0
2534,81097,2,I was on 2 metformin twice a day I cut them to one twice a day is that ok,NULL,18/03/2016 15:38,NULL,0,0
2535,80843,0,Does taking more metformin than needed cause any present or future harm?,NULL,18/03/2016 17:46,NULL,0,0
2536,66696,0,"I have been on the low carb diet for 3 weeks now and I am pleased with the results.my bsl was 28.9 at the start and is now 7.8. My only worry is that it goes too low. I'm on Metformin,zillacliside",NULL,18/03/2016 18:01,NULL,0,0
2537,66696,0,I have been on low carb diet for 3 weeks now I'm pleased with the results.my bsl was 28.9 and is now 7.8. My only worry is that it goes too low. I'm on Metformin gliclazide and Sitagliptin.,NULL,18/03/2016 18:08,NULL,0,0
2538,63084,6,My husband works shifts and cannot cook any of the breakfasts listed what alternatives does he have to take to work if cereals are not allowed.,NULL,18/03/2016 18:17,NULL,0,0
2539,81249,2,What do you think of sirtfoods ,NULL,18/03/2016 21:06,NULL,0,0
2540,76751,3,Is it really possible to reverse the diabeties if you follow a low fat diet and lose weight ,NULL,19/03/2016 00:49,NULL,0,0
2541,56049,2,What is the relation between number of required insulin units and kcal?,NULL,19/03/2016 08:19,NULL,0,0
2542,81412,2,I take 2 500mg metformin with breakfast and dinner/tea and 1 500mg with lunch and 1 80mg gliclazide with breakfast and dinner/tea is it possible to get these reduced if I can follow the low carb plan ,NULL,19/03/2016 09:51,NULL,0,0
2543,51285,10,"what is the no carb flour called
",NULL,19/03/2016 10:58,NULL,0,0
2544,72274,4,"What is a portion size of pasta uncooked. As I serve the spaghetti/pasta with the sauce over it, the plate method does not work. In fact most of my signature dishes are one pot dishes which makes port",NULL,19/03/2016 12:44,NULL,0,0
2545,65052,0,"Only thing I am missing on low carb diet is Beer and I know as the weather improves, Beer will be my downfall! Has anyone any suggestions re a good low carb beer and where to buy.",NULL,19/03/2016 12:55,NULL,0,0
2547,49319,0,I want to start this programme again. From the beginning. How can I do this?,NULL,19/03/2016 13:40,NULL,0,0
2549,81695,2,Already lost 18 kilos now at a standstill what now?,NULL,19/03/2016 21:07,NULL,0,0
2550,66833,3,Wheelchair  user cannot walk..cannot do the 10 min walk,NULL,19/03/2016 21:25,NULL,0,0
2551,56667,0,Blurred vision,NULL,20/03/2016 08:27,NULL,0,0
2552,7713,10,How do I get my hb down now I'm on insulin,NULL,20/03/2016 10:38,NULL,0,0
2553,81916,2,"I have fibromyalgia and take Duloxetine, will this have any effect please ",NULL,20/03/2016 14:50,NULL,0,0
2554,51787,10,sometimes food is reported as total carbs with percentage of sugars. What should I be looking at?,NULL,20/03/2016 17:57,NULL,0,0
2556,82117,0,Will it help me get the weight down I can't walk like I used to so I can't get the exercise I need,NULL,20/03/2016 19:39,NULL,0,0
2557,82162,2,I struggle with eating regular meals/times due to family commitments. Also love puddings,NULL,20/03/2016 20:51,NULL,0,0
2558,82090,2,Veggie so struggle to know what to eat,NULL,21/03/2016 01:48,NULL,0,0
2559,47249,4,Why was my sugar up23.4 when I didn't eat anything different,NULL,21/03/2016 08:54,NULL,0,0
2562,81040,2,Can I eat potatoes,NULL,21/03/2016 12:01,NULL,0,0
2563,47928,0,What is the max daily allowance of carbs,NULL,21/03/2016 13:14,NULL,0,0
2564,82108,0,"In the quiz that I did on joining, the answer to the question on how much carbs you should have in a day was 110-120 ; but the meal recipes shown contain max 10 carbs per meal? What am I missing?",NULL,21/03/2016 14:51,NULL,0,0
2565,80830,0,Can you eat Dannon light & fit yogurt it high protein about 10-12 grams and has Splenda in it on also wanted to ask about 50 % less calorie orange juice on this program I am not a diabetic but my doctor wanted to treat me with glucophage for weight loss. Thank you ,NULL,21/03/2016 16:01,NULL,0,0
2566,81611,2,Can I have actimel with fruit ,NULL,21/03/2016 17:09,NULL,0,0
2567,65052,0,Is anyone else having problems accessing the site? My food diary is difficult to access and appears to have been deleted !!!,NULL,21/03/2016 19:20,NULL,0,0
2568,11392,2,I've always eaten fruit but now with diabetes 2 how much fruit can I have per day.,NULL,22/03/2016 09:15,NULL,0,0
2569,52988,10,What is the difference between ground almonds; almond flour and almond meal.,NULL,22/03/2016 10:55,NULL,0,0
2570,82526,2,"I really don't like some foods you recommend such as eggs, fish and porridge - what can I substitute?",NULL,22/03/2016 12:40,NULL,0,0
2571,71670,2,"I'm not motivated to start all those action points because I am already past that point.  I stopped sugary drinks last December, and haven't had sugar in my coffee for about 10 years.",NULL,22/03/2016 13:35,NULL,0,0
2572,71670,2,"I do want to lower my carb intake though, as I'm already testing my BG and have seen what it does to me.",NULL,22/03/2016 13:35,NULL,0,0
2573,71670,2,I'd like to know how do you weigh carbs?  do you just put a potato on the scales? or is it a percentage? (I've cut potatoes out recently),NULL,22/03/2016 13:37,NULL,0,0
2574,81417,0,I would like to try the DIRECT Study Newcastle Diet (Professor Roy Taylor).  Where to find please?,NULL,22/03/2016 13:41,NULL,0,0
2575,71670,4,"I've been trying for a long long time to come up with things to eat to replace things I used to love, but I just can't do it.",NULL,22/03/2016 14:18,NULL,0,0
2576,82624,2,"I want to lose belly fat
",NULL,22/03/2016 15:05,NULL,0,0
2577,82630,2,"I don't eat pasta or rice, so not sure how to reduce carbs",NULL,22/03/2016 15:06,NULL,0,0
2578,82720,2,"has anyone tried the dr Gebi cell food diet thing?
",NULL,22/03/2016 17:50,NULL,0,0
2579,82813,0,Can I loose fat on my gut,NULL,22/03/2016 19:29,NULL,0,0
2580,82827,2,is that it what a load of crap,NULL,22/03/2016 19:48,NULL,0,0
2581,71766,4,How many portions of carbs should I have a day? I'm type 2 on insulin ,NULL,22/03/2016 20:36,NULL,0,0
2582,82870,2,What is benefit of high fat low carb diet,NULL,22/03/2016 20:36,NULL,0,0
2583,71766,0,Can I have a list of the good fats as in brands etc? So confused with the cat thing ,NULL,22/03/2016 20:59,NULL,0,0
2584,13761,3,"I am insulin res DMT2 however, my HBA1C, peripheral and venous blood glucose levels are normal only my OGTT is abnormal. How do I manage this with diet apart from the obvious no glucose surges?",NULL,22/03/2016 22:30,NULL,0,0
2586,82961,2,"My Dr told me i was in danger of having diabetes and put me on tabs for 3 months i have seen the dietician once what type is my diabetes 1or 2  the name of the meds is glucophage 500mgs twice daily
",NULL,22/03/2016 23:12,NULL,0,0
2588,83357,2,Does low carb mean high fat,NULL,23/03/2016 19:33,NULL,0,0
2589,63084,7,"I have been type2 for 15years this is a great way of taking control back in your own hands after years of miss-information from NHS.
",NULL,24/03/2016 07:42,NULL,0,0
2591,63544,0,"I'm pre diabetic I'm doing lchf, which fruits should I eat?",NULL,24/03/2016 08:18,NULL,0,0
2592,59125,9,What if you take the core out of parsnips? Does this reduce the carbs? ,NULL,24/03/2016 09:06,NULL,0,0
2593,72164,2,Is cream better than milk in coffee?,NULL,24/03/2016 09:14,NULL,0,0
2594,83553,2,Where is the recipe,NULL,24/03/2016 10:22,NULL,0,0
2595,71448,5,Can you eat grapefruits on this plan?,NULL,24/03/2016 13:53,NULL,0,0
2596,74226,0,Is there any type of pasta that I can eat?,NULL,24/03/2016 19:02,NULL,0,0
2597,63502,3,How to calculate carbohydrate intake?,NULL,24/03/2016 21:03,NULL,0,0
2598,46232,2,I have been having milk smoothies  but I have put  on weight again after doing so well at losing it. Is milk my problem?,NULL,25/03/2016 12:46,NULL,0,0
2599,84130,2,I read I should exercise but I in wheelchair so can't what difference does it make?,NULL,25/03/2016 15:54,NULL,0,0
